train 0: time=0:00:01.492184, step=74, mse_loss=26.3123, l2_loss=4.10126
dev 328: time=0:00:00.040613, step=24346, mse_loss=0.625804, l2_loss=0.689932
train 329: time=0:00:01.237282, step=24420, mse_loss=0.364429, l2_loss=0.57198
dev 329: time=0:00:00.040411, step=24420, mse_loss=0.623718, l2_loss=0.689525
train 330: time=0:00:01.238452, step=24494, mse_loss=0.364305, l2_loss=0.57186
dev 330: time=0:00:00.041446, step=24494, mse_loss=0.624088, l2_loss=0.689531
train 331: time=0:00:01.232504, step=24568, mse_loss=0.364143, l2_loss=0.57172
dev 331: time=0:00:00.041538, step=24568, mse_loss=0.624266, l2_loss=0.689735
train 332: time=0:00:01.231327, step=24642, mse_loss=0.363952, l2_loss=0.571506
dev 332: time=0:00:00.040721, step=24642, mse_loss=0.624125, l2_loss=0.689445
train 333: time=0:00:01.219550, step=24716, mse_loss=0.363878, l2_loss=0.571464
dev 333: time=0:00:00.041240, step=24716, mse_loss=0.622205, l2_loss=0.689407
train 334: time=0:00:01.225984, step=24790, mse_loss=0.363704, l2_loss=0.571342
dev 334: time=0:00:00.041491, step=24790, mse_loss=0.624206, l2_loss=0.689139
train 335: time=0:00:01.234743, step=24864, mse_loss=0.363539, l2_loss=0.571175
dev 335: time=0:00:00.041236, step=24864, mse_loss=0.621941, l2_loss=0.68888
train 336: time=0:00:01.232242, step=24938, mse_loss=0.363423, l2_loss=0.571113
dev 336: time=0:00:00.041485, step=24938, mse_loss=0.6228, l2_loss=0.68878
train 337: time=0:00:01.228940, step=25012, mse_loss=0.363184, l2_loss=0.570858
dev 337: time=0:00:00.041659, step=25012, mse_loss=0.623033, l2_loss=0.688866
train 338: time=0:00:01.228822, step=25086, mse_loss=0.363058, l2_loss=0.570792
dev 338: time=0:00:00.041658, step=25086, mse_loss=0.622493, l2_loss=0.688567
train 339: time=0:00:01.233951, step=25160, mse_loss=0.362924, l2_loss=0.570641
dev 339: time=0:00:00.040988, step=25160, mse_loss=0.619951, l2_loss=0.688262
train 340: time=0:00:01.229606, step=25234, mse_loss=0.362728, l2_loss=0.570548
dev 340: time=0:00:00.041616, step=25234, mse_loss=0.622854, l2_loss=0.688637
train 341: time=0:00:01.233932, step=25308, mse_loss=0.362596, l2_loss=0.570405
dev 341: time=0:00:00.041632, step=25308, mse_loss=0.620652, l2_loss=0.688481
train 342: time=0:00:01.232214, step=25382, mse_loss=0.362391, l2_loss=0.570251
dev 342: time=0:00:00.041016, step=25382, mse_loss=0.622848, l2_loss=0.688994
train 343: time=0:00:01.226359, step=25456, mse_loss=0.362087, l2_loss=0.569977
dev 343: time=0:00:00.041600, step=25456, mse_loss=0.621264, l2_loss=0.688527
train 344: time=0:00:01.229569, step=25530, mse_loss=0.361917, l2_loss=0.569796
dev 344: time=0:00:00.041103, step=25530, mse_loss=0.62228, l2_loss=0.688684
train 345: time=0:00:01.231226, step=25604, mse_loss=0.361666, l2_loss=0.56954
dev 345: time=0:00:00.041247, step=25604, mse_loss=0.622292, l2_loss=0.688513
train 346: time=0:00:01.231540, step=25678, mse_loss=0.361539, l2_loss=0.569443
dev 346: time=0:00:00.040718, step=25678, mse_loss=0.622685, l2_loss=0.688735
train 347: time=0:00:01.242683, step=25752, mse_loss=0.361374, l2_loss=0.569263
dev 347: time=0:00:00.047820, step=25752, mse_loss=0.621661, l2_loss=0.688241
train 348: time=0:00:01.237977, step=25826, mse_loss=0.361299, l2_loss=0.569244
dev 348: time=0:00:00.041028, step=25826, mse_loss=0.621474, l2_loss=0.688201
train 349: time=0:00:01.228770, step=25900, mse_loss=0.361171, l2_loss=0.569136
dev 349: time=0:00:00.041042, step=25900, mse_loss=0.620672, l2_loss=0.687856
train 350: time=0:00:01.231666, step=25974, mse_loss=0.361168, l2_loss=0.569177
dev 350: time=0:00:00.041713, step=25974, mse_loss=0.621405, l2_loss=0.688024
train 351: time=0:00:01.229885, step=26048, mse_loss=0.360955, l2_loss=0.569
dev 351: time=0:00:00.042774, step=26048, mse_loss=0.619662, l2_loss=0.687597
train 352: time=0:00:01.234545, step=26122, mse_loss=0.361008, l2_loss=0.569096
dev 352: time=0:00:00.040959, step=26122, mse_loss=0.619063, l2_loss=0.687528
train 353: time=0:00:01.238066, step=26196, mse_loss=0.360908, l2_loss=0.569034
dev 353: time=0:00:00.040379, step=26196, mse_loss=0.618375, l2_loss=0.687338
train 354: time=0:00:01.230448, step=26270, mse_loss=0.360808, l2_loss=0.568946
dev 354: time=0:00:00.041090, step=26270, mse_loss=0.618992, l2_loss=0.68754
train 355: time=0:00:01.228320, step=26344, mse_loss=0.360608, l2_loss=0.568704
dev 355: time=0:00:00.041002, step=26344, mse_loss=0.617426, l2_loss=0.687195
train 356: time=0:00:01.233085, step=26418, mse_loss=0.360387, l2_loss=0.568505
dev 356: time=0:00:00.040926, step=26418, mse_loss=0.617714, l2_loss=0.687328
train 357: time=0:00:01.233553, step=26492, mse_loss=0.36016, l2_loss=0.568281
dev 357: time=0:00:00.040341, step=26492, mse_loss=0.619919, l2_loss=0.687493
train 358: time=0:00:01.232592, step=26566, mse_loss=0.359938, l2_loss=0.568088
dev 358: time=0:00:00.042060, step=26566, mse_loss=0.618002, l2_loss=0.686959
train 359: time=0:00:01.235928, step=26640, mse_loss=0.35976, l2_loss=0.567926
dev 359: time=0:00:00.041335, step=26640, mse_loss=0.619667, l2_loss=0.687048
train 360: time=0:00:01.227479, step=26714, mse_loss=0.359575, l2_loss=0.56776
dev 360: time=0:00:00.041415, step=26714, mse_loss=0.619958, l2_loss=0.687453
train 361: time=0:00:01.231388, step=26788, mse_loss=0.359436, l2_loss=0.567651
dev 361: time=0:00:00.046075, step=26788, mse_loss=0.618109, l2_loss=0.686887
train 362: time=0:00:01.231621, step=26862, mse_loss=0.359344, l2_loss=0.567556
dev 362: time=0:00:00.041503, step=26862, mse_loss=0.617799, l2_loss=0.686936
train 363: time=0:00:01.231912, step=26936, mse_loss=0.359181, l2_loss=0.567466
dev 363: time=0:00:00.041046, step=26936, mse_loss=0.616582, l2_loss=0.686428
train 364: time=0:00:01.231156, step=27010, mse_loss=0.35909, l2_loss=0.567346
dev 364: time=0:00:00.041402, step=27010, mse_loss=0.615588, l2_loss=0.686377
train 365: time=0:00:01.233923, step=27084, mse_loss=0.358883, l2_loss=0.567219
dev 365: time=0:00:00.040122, step=27084, mse_loss=0.616678, l2_loss=0.686436
train 366: time=0:00:01.233797, step=27158, mse_loss=0.358843, l2_loss=0.567139
dev 366: time=0:00:00.042329, step=27158, mse_loss=0.618126, l2_loss=0.68672
train 367: time=0:00:01.232493, step=27232, mse_loss=0.358711, l2_loss=0.567081
dev 367: time=0:00:00.041062, step=27232, mse_loss=0.61572, l2_loss=0.686122
train 368: time=0:00:01.232020, step=27306, mse_loss=0.35867, l2_loss=0.566977
dev 368: time=0:00:00.041292, step=27306, mse_loss=0.617405, l2_loss=0.686701
train 369: time=0:00:01.227857, step=27380, mse_loss=0.358499, l2_loss=0.56692
dev 369: time=0:00:00.047013, step=27380, mse_loss=0.617424, l2_loss=0.686567
train 370: time=0:00:01.233720, step=27454, mse_loss=0.358481, l2_loss=0.566903
dev 370: time=0:00:00.045614, step=27454, mse_loss=0.617532, l2_loss=0.68677
train 371: time=0:00:01.228763, step=27528, mse_loss=0.358285, l2_loss=0.566757
dev 371: time=0:00:00.041059, step=27528, mse_loss=0.615911, l2_loss=0.686212
train 372: time=0:00:01.234138, step=27602, mse_loss=0.358135, l2_loss=0.566607
dev 372: time=0:00:00.040761, step=27602, mse_loss=0.617786, l2_loss=0.686761
train 373: time=0:00:01.231783, step=27676, mse_loss=0.357996, l2_loss=0.56648
dev 373: time=0:00:00.041926, step=27676, mse_loss=0.616726, l2_loss=0.686503
train 374: time=0:00:01.233916, step=27750, mse_loss=0.357925, l2_loss=0.56643
dev 374: time=0:00:00.043939, step=27750, mse_loss=0.617325, l2_loss=0.686579
train 375: time=0:00:01.234061, step=27824, mse_loss=0.357766, l2_loss=0.566305
dev 375: time=0:00:00.044025, step=27824, mse_loss=0.617375, l2_loss=0.686503
train 376: time=0:00:01.233162, step=27898, mse_loss=0.357626, l2_loss=0.566168
dev 376: time=0:00:00.042262, step=27898, mse_loss=0.614479, l2_loss=0.685647
train 377: time=0:00:01.235007, step=27972, mse_loss=0.357532, l2_loss=0.566125
dev 377: time=0:00:00.041256, step=27972, mse_loss=0.61468, l2_loss=0.685782
train 378: time=0:00:01.243560, step=28046, mse_loss=0.357356, l2_loss=0.565937
dev 378: time=0:00:00.041350, step=28046, mse_loss=0.61485, l2_loss=0.685648
train 379: time=0:00:01.233106, step=28120, mse_loss=0.357246, l2_loss=0.565857
dev 379: time=0:00:00.054991, step=28120, mse_loss=0.614356, l2_loss=0.685606
train 380: time=0:00:01.226868, step=28194, mse_loss=0.357183, l2_loss=0.565793
dev 380: time=0:00:00.041203, step=28194, mse_loss=0.614154, l2_loss=0.685381
train 381: time=0:00:01.234939, step=28268, mse_loss=0.357085, l2_loss=0.565704
dev 381: time=0:00:00.041441, step=28268, mse_loss=0.615748, l2_loss=0.685821
train 382: time=0:00:01.230720, step=28342, mse_loss=0.356975, l2_loss=0.56563
dev 382: time=0:00:00.043410, step=28342, mse_loss=0.614142, l2_loss=0.685308
train 383: time=0:00:01.234610, step=28416, mse_loss=0.356949, l2_loss=0.5656
dev 383: time=0:00:00.041099, step=28416, mse_loss=0.613626, l2_loss=0.685327
train 384: time=0:00:01.228829, step=28490, mse_loss=0.356783, l2_loss=0.565528
dev 384: time=0:00:00.041049, step=28490, mse_loss=0.613694, l2_loss=0.685325
train 385: time=0:00:01.233133, step=28564, mse_loss=0.356736, l2_loss=0.565425
dev 385: time=0:00:00.044267, step=28564, mse_loss=0.612728, l2_loss=0.685368
train 386: time=0:00:01.239134, step=28638, mse_loss=0.356633, l2_loss=0.56543
dev 386: time=0:00:00.046123, step=28638, mse_loss=0.612801, l2_loss=0.68517
train 387: time=0:00:01.229189, step=28712, mse_loss=0.356539, l2_loss=0.565254
dev 387: time=0:00:00.041514, step=28712, mse_loss=0.614053, l2_loss=0.685411
train 388: time=0:00:01.226660, step=28786, mse_loss=0.356365, l2_loss=0.565193
dev 388: time=0:00:00.046742, step=28786, mse_loss=0.612644, l2_loss=0.684913
train 389: time=0:00:01.230216, step=28860, mse_loss=0.356222, l2_loss=0.564987
dev 389: time=0:00:00.040747, step=28860, mse_loss=0.61423, l2_loss=0.685315
train 390: time=0:00:01.227626, step=28934, mse_loss=0.355954, l2_loss=0.564846
dev 390: time=0:00:00.040872, step=28934, mse_loss=0.613216, l2_loss=0.684926
train 391: time=0:00:01.232044, step=29008, mse_loss=0.355731, l2_loss=0.564511
dev 391: time=0:00:00.051974, step=29008, mse_loss=0.61346, l2_loss=0.685184
train 392: time=0:00:01.234537, step=29082, mse_loss=0.355586, l2_loss=0.564425
dev 392: time=0:00:00.041637, step=29082, mse_loss=0.613292, l2_loss=0.685417
train 393: time=0:00:01.236276, step=29156, mse_loss=0.355485, l2_loss=0.564234
dev 393: time=0:00:00.041329, step=29156, mse_loss=0.61491, l2_loss=0.68558
train 394: time=0:00:01.232299, step=29230, mse_loss=0.355332, l2_loss=0.564138
dev 394: time=0:00:00.043994, step=29230, mse_loss=0.612036, l2_loss=0.684844
train 395: time=0:00:01.231418, step=29304, mse_loss=0.355283, l2_loss=0.564067
dev 395: time=0:00:00.040981, step=29304, mse_loss=0.614297, l2_loss=0.68551
train 396: time=0:00:01.232356, step=29378, mse_loss=0.355075, l2_loss=0.563944
dev 396: time=0:00:00.041813, step=29378, mse_loss=0.613044, l2_loss=0.685189
train 397: time=0:00:01.233772, step=29452, mse_loss=0.355042, l2_loss=0.56389
dev 397: time=0:00:00.041087, step=29452, mse_loss=0.612648, l2_loss=0.685193
train 398: time=0:00:01.234965, step=29526, mse_loss=0.354895, l2_loss=0.563792
dev 398: time=0:00:00.042188, step=29526, mse_loss=0.611814, l2_loss=0.684913
train 399: time=0:00:01.239050, step=29600, mse_loss=0.354776, l2_loss=0.563686
dev 399: time=0:00:00.042135, step=29600, mse_loss=0.612064, l2_loss=0.684793
train 400: time=0:00:01.233093, step=29674, mse_loss=0.354666, l2_loss=0.563572
dev 400: time=0:00:00.041381, step=29674, mse_loss=0.610654, l2_loss=0.684704
train 401: time=0:00:01.228969, step=29748, mse_loss=0.354531, l2_loss=0.563468
dev 401: time=0:00:00.042425, step=29748, mse_loss=0.613164, l2_loss=0.685073
train 402: time=0:00:01.233912, step=29822, mse_loss=0.354446, l2_loss=0.563421
dev 402: time=0:00:00.040672, step=29822, mse_loss=0.612709, l2_loss=0.684982
train 403: time=0:00:01.231778, step=29896, mse_loss=0.354463, l2_loss=0.563454
dev 403: time=0:00:00.041108, step=29896, mse_loss=0.611624, l2_loss=0.684413
train 404: time=0:00:01.230881, step=29970, mse_loss=0.354405, l2_loss=0.563464
dev 404: time=0:00:00.042491, step=29970, mse_loss=0.610992, l2_loss=0.684298
train 405: time=0:00:01.230792, step=30044, mse_loss=0.354333, l2_loss=0.563378
dev 405: time=0:00:00.043167, step=30044, mse_loss=0.611493, l2_loss=0.684471
train 406: time=0:00:01.237155, step=30118, mse_loss=0.354282, l2_loss=0.563368
dev 406: time=0:00:00.047142, step=30118, mse_loss=0.610515, l2_loss=0.684461
train 407: time=0:00:01.235942, step=30192, mse_loss=0.354134, l2_loss=0.563241
dev 407: time=0:00:00.040892, step=30192, mse_loss=0.611571, l2_loss=0.684388
train 408: time=0:00:01.230316, step=30266, mse_loss=0.35403, l2_loss=0.563181
dev 408: time=0:00:00.041833, step=30266, mse_loss=0.609958, l2_loss=0.684281
train 409: time=0:00:01.233145, step=30340, mse_loss=0.353848, l2_loss=0.562975
dev 409: time=0:00:00.041187, step=30340, mse_loss=0.609834, l2_loss=0.684162
train 410: time=0:00:01.229752, step=30414, mse_loss=0.35373, l2_loss=0.562911
dev 410: time=0:00:00.041873, step=30414, mse_loss=0.61109, l2_loss=0.684272
train 411: time=0:00:01.237135, step=30488, mse_loss=0.353659, l2_loss=0.562764
dev 411: time=0:00:00.041707, step=30488, mse_loss=0.610305, l2_loss=0.683961
train 412: time=0:00:01.234169, step=30562, mse_loss=0.353586, l2_loss=0.562771
dev 412: time=0:00:00.041276, step=30562, mse_loss=0.609996, l2_loss=0.683789
train 413: time=0:00:01.229695, step=30636, mse_loss=0.353517, l2_loss=0.562583
dev 413: time=0:00:00.041103, step=30636, mse_loss=0.608847, l2_loss=0.68366
train 414: time=0:00:01.234289, step=30710, mse_loss=0.353262, l2_loss=0.562414
dev 414: time=0:00:00.041481, step=30710, mse_loss=0.609608, l2_loss=0.683805
train 415: time=0:00:01.231409, step=30784, mse_loss=0.353136, l2_loss=0.562211
dev 415: time=0:00:00.041054, step=30784, mse_loss=0.608757, l2_loss=0.683843
train 416: time=0:00:01.239695, step=30858, mse_loss=0.352929, l2_loss=0.562082
dev 416: time=0:00:00.049811, step=30858, mse_loss=0.610759, l2_loss=0.684213
train 417: time=0:00:01.239209, step=30932, mse_loss=0.352782, l2_loss=0.56187
dev 417: time=0:00:00.041039, step=30932, mse_loss=0.610112, l2_loss=0.683906
train 418: time=0:00:01.232921, step=31006, mse_loss=0.352686, l2_loss=0.561828
dev 418: time=0:00:00.041031, step=31006, mse_loss=0.609892, l2_loss=0.683882
train 419: time=0:00:01.232919, step=31080, mse_loss=0.352696, l2_loss=0.561848
dev 419: time=0:00:00.041026, step=31080, mse_loss=0.611041, l2_loss=0.683988
train 420: time=0:00:01.230956, step=31154, mse_loss=0.352581, l2_loss=0.561797
dev 420: time=0:00:00.040938, step=31154, mse_loss=0.610396, l2_loss=0.683915
train 421: time=0:00:01.236798, step=31228, mse_loss=0.352657, l2_loss=0.561881
dev 421: time=0:00:00.040597, step=31228, mse_loss=0.609191, l2_loss=0.683626
train 422: time=0:00:01.244186, step=31302, mse_loss=0.352554, l2_loss=0.561841
dev 422: time=0:00:00.041602, step=31302, mse_loss=0.610219, l2_loss=0.683906
train 423: time=0:00:01.230894, step=31376, mse_loss=0.352592, l2_loss=0.561858
dev 423: time=0:00:00.040384, step=31376, mse_loss=0.608957, l2_loss=0.683787
train 424: time=0:00:01.226007, step=31450, mse_loss=0.352436, l2_loss=0.561757
dev 424: time=0:00:00.041932, step=31450, mse_loss=0.610318, l2_loss=0.684204
train 425: time=0:00:01.228533, step=31524, mse_loss=0.352396, l2_loss=0.561706
dev 425: time=0:00:00.041958, step=31524, mse_loss=0.609746, l2_loss=0.683895
train 426: time=0:00:01.230526, step=31598, mse_loss=0.352277, l2_loss=0.561619
dev 426: time=0:00:00.041284, step=31598, mse_loss=0.609258, l2_loss=0.683593
train 427: time=0:00:01.228770, step=31672, mse_loss=0.352229, l2_loss=0.561643
dev 427: time=0:00:00.041710, step=31672, mse_loss=0.607832, l2_loss=0.683268
train 428: time=0:00:01.237732, step=31746, mse_loss=0.352068, l2_loss=0.561495
dev 428: time=0:00:00.041621, step=31746, mse_loss=0.608769, l2_loss=0.68349
train 429: time=0:00:01.231300, step=31820, mse_loss=0.351983, l2_loss=0.561409
dev 429: time=0:00:00.040294, step=31820, mse_loss=0.606844, l2_loss=0.682998
train 430: time=0:00:01.238253, step=31894, mse_loss=0.351881, l2_loss=0.561284
dev 430: time=0:00:00.041812, step=31894, mse_loss=0.607342, l2_loss=0.68285
train 431: time=0:00:01.238875, step=31968, mse_loss=0.351837, l2_loss=0.561289
dev 431: time=0:00:00.044875, step=31968, mse_loss=0.607905, l2_loss=0.682779
train 432: time=0:00:01.228438, step=32042, mse_loss=0.351755, l2_loss=0.5612
dev 432: time=0:00:00.048782, step=32042, mse_loss=0.607455, l2_loss=0.682667
train 433: time=0:00:01.234730, step=32116, mse_loss=0.351629, l2_loss=0.561106
dev 433: time=0:00:00.044959, step=32116, mse_loss=0.607381, l2_loss=0.682821
train 434: time=0:00:01.230894, step=32190, mse_loss=0.351446, l2_loss=0.560901
dev 434: time=0:00:00.043696, step=32190, mse_loss=0.608886, l2_loss=0.683062
train 435: time=0:00:01.232051, step=32264, mse_loss=0.351323, l2_loss=0.560798
dev 435: time=0:00:00.041170, step=32264, mse_loss=0.607153, l2_loss=0.682889
train 436: time=0:00:01.229933, step=32338, mse_loss=0.351148, l2_loss=0.560554
dev 436: time=0:00:00.046535, step=32338, mse_loss=0.606849, l2_loss=0.682719
train 437: time=0:00:01.236814, step=32412, mse_loss=0.35106, l2_loss=0.560487
dev 437: time=0:00:00.041028, step=32412, mse_loss=0.607164, l2_loss=0.682901
train 438: time=0:00:01.230866, step=32486, mse_loss=0.35093, l2_loss=0.56033
dev 438: time=0:00:00.040472, step=32486, mse_loss=0.608187, l2_loss=0.682887
train 439: time=0:00:01.232785, step=32560, mse_loss=0.350915, l2_loss=0.560375
dev 439: time=0:00:00.040652, step=32560, mse_loss=0.607456, l2_loss=0.682773
train 440: time=0:00:01.229805, step=32634, mse_loss=0.350793, l2_loss=0.560262
dev 440: time=0:00:00.046853, step=32634, mse_loss=0.608282, l2_loss=0.682736
train 441: time=0:00:01.229577, step=32708, mse_loss=0.350715, l2_loss=0.560193
dev 441: time=0:00:00.041369, step=32708, mse_loss=0.606531, l2_loss=0.682328
train 442: time=0:00:01.229480, step=32782, mse_loss=0.3507, l2_loss=0.560222
dev 442: time=0:00:00.040828, step=32782, mse_loss=0.606941, l2_loss=0.682497
train 443: time=0:00:01.231836, step=32856, mse_loss=0.350554, l2_loss=0.560121
dev 443: time=0:00:00.041802, step=32856, mse_loss=0.606329, l2_loss=0.682452
train 444: time=0:00:01.235670, step=32930, mse_loss=0.350491, l2_loss=0.560059
dev 444: time=0:00:00.041482, step=32930, mse_loss=0.606335, l2_loss=0.682379
train 445: time=0:00:01.231066, step=33004, mse_loss=0.350351, l2_loss=0.55992
dev 445: time=0:00:00.046579, step=33004, mse_loss=0.60722, l2_loss=0.682551
train 446: time=0:00:01.234400, step=33078, mse_loss=0.350244, l2_loss=0.55982
dev 446: time=0:00:00.041460, step=33078, mse_loss=0.607596, l2_loss=0.682791
train 447: time=0:00:01.233489, step=33152, mse_loss=0.350179, l2_loss=0.559714
dev 447: time=0:00:00.041082, step=33152, mse_loss=0.60732, l2_loss=0.682561
train 448: time=0:00:01.230723, step=33226, mse_loss=0.35016, l2_loss=0.559738
dev 448: time=0:00:00.041158, step=33226, mse_loss=0.607119, l2_loss=0.682661
train 449: time=0:00:01.233592, step=33300, mse_loss=0.350142, l2_loss=0.559725
dev 449: time=0:00:00.040970, step=33300, mse_loss=0.606844, l2_loss=0.682454
train 450: time=0:00:01.232391, step=33374, mse_loss=0.35013, l2_loss=0.559773
dev 450: time=0:00:00.040822, step=33374, mse_loss=0.606691, l2_loss=0.682704
train 451: time=0:00:01.235310, step=33448, mse_loss=0.350082, l2_loss=0.559732
dev 451: time=0:00:00.040638, step=33448, mse_loss=0.608267, l2_loss=0.682707
train 452: time=0:00:01.226007, step=33522, mse_loss=0.350033, l2_loss=0.55975
dev 452: time=0:00:00.040588, step=33522, mse_loss=0.606646, l2_loss=0.682449
train 453: time=0:00:01.233628, step=33596, mse_loss=0.349928, l2_loss=0.559632
dev 453: time=0:00:00.044282, step=33596, mse_loss=0.606913, l2_loss=0.682199
train 454: time=0:00:01.231601, step=33670, mse_loss=0.349792, l2_loss=0.559521
dev 454: time=0:00:00.040582, step=33670, mse_loss=0.605858, l2_loss=0.682107
train 455: time=0:00:01.229852, step=33744, mse_loss=0.349615, l2_loss=0.559283
dev 455: time=0:00:00.042355, step=33744, mse_loss=0.606265, l2_loss=0.681915
train 456: time=0:00:01.236922, step=33818, mse_loss=0.349534, l2_loss=0.559248
dev 456: time=0:00:00.042120, step=33818, mse_loss=0.604708, l2_loss=0.681643
train 457: time=0:00:01.233599, step=33892, mse_loss=0.349329, l2_loss=0.558953
dev 457: time=0:00:00.045507, step=33892, mse_loss=0.606869, l2_loss=0.682213
train 458: time=0:00:01.238906, step=33966, mse_loss=0.34926, l2_loss=0.55894
dev 458: time=0:00:00.040713, step=33966, mse_loss=0.605093, l2_loss=0.681858
train 459: time=0:00:01.241508, step=34040, mse_loss=0.349103, l2_loss=0.558746
dev 459: time=0:00:00.045373, step=34040, mse_loss=0.606452, l2_loss=0.682154
train 460: time=0:00:01.229035, step=34114, mse_loss=0.349041, l2_loss=0.558735
dev 460: time=0:00:00.047368, step=34114, mse_loss=0.606115, l2_loss=0.681688
train 461: time=0:00:01.239565, step=34188, mse_loss=0.349012, l2_loss=0.5587
dev 461: time=0:00:00.040872, step=34188, mse_loss=0.606018, l2_loss=0.681627
train 462: time=0:00:01.231772, step=34262, mse_loss=0.348906, l2_loss=0.558678
dev 462: time=0:00:00.041048, step=34262, mse_loss=0.605282, l2_loss=0.68123
train 463: time=0:00:01.229525, step=34336, mse_loss=0.348848, l2_loss=0.558578
dev 463: time=0:00:00.041486, step=34336, mse_loss=0.605536, l2_loss=0.681437
train 464: time=0:00:01.237480, step=34410, mse_loss=0.348689, l2_loss=0.558469
dev 464: time=0:00:00.041318, step=34410, mse_loss=0.605682, l2_loss=0.681363
train 465: time=0:00:01.232873, step=34484, mse_loss=0.348619, l2_loss=0.558354
dev 465: time=0:00:00.040686, step=34484, mse_loss=0.604544, l2_loss=0.681662
train 466: time=0:00:01.232236, step=34558, mse_loss=0.348502, l2_loss=0.558279
dev 466: time=0:00:00.051071, step=34558, mse_loss=0.60537, l2_loss=0.681758
train 467: time=0:00:01.238263, step=34632, mse_loss=0.348412, l2_loss=0.558143
dev 467: time=0:00:00.041267, step=34632, mse_loss=0.605758, l2_loss=0.681864
train 468: time=0:00:01.231851, step=34706, mse_loss=0.348362, l2_loss=0.558137
dev 468: time=0:00:00.041873, step=34706, mse_loss=0.605676, l2_loss=0.681515
train 469: time=0:00:01.240996, step=34780, mse_loss=0.348317, l2_loss=0.558072
dev 469: time=0:00:00.041770, step=34780, mse_loss=0.605764, l2_loss=0.681599
train 470: time=0:00:01.232128, step=34854, mse_loss=0.34824, l2_loss=0.558057
dev 470: time=0:00:00.046322, step=34854, mse_loss=0.606437, l2_loss=0.681547
train 471: time=0:00:01.228294, step=34928, mse_loss=0.348222, l2_loss=0.558019
dev 471: time=0:00:00.040740, step=34928, mse_loss=0.605794, l2_loss=0.681559
train 472: time=0:00:01.230647, step=35002, mse_loss=0.348139, l2_loss=0.558032
dev 472: time=0:00:00.046909, step=35002, mse_loss=0.604529, l2_loss=0.681098
train 473: time=0:00:01.231124, step=35076, mse_loss=0.348112, l2_loss=0.557989
dev 473: time=0:00:00.040663, step=35076, mse_loss=0.604139, l2_loss=0.681073
train 474: time=0:00:01.239542, step=35150, mse_loss=0.34808, l2_loss=0.558036
dev 474: time=0:00:00.041221, step=35150, mse_loss=0.604454, l2_loss=0.681036
train 475: time=0:00:01.236644, step=35224, mse_loss=0.347981, l2_loss=0.557898
dev 475: time=0:00:00.040418, step=35224, mse_loss=0.604139, l2_loss=0.6811
train 476: time=0:00:01.228432, step=35298, mse_loss=0.347948, l2_loss=0.55789
dev 476: time=0:00:00.041808, step=35298, mse_loss=0.604607, l2_loss=0.681058
train 477: time=0:00:01.239080, step=35372, mse_loss=0.347908, l2_loss=0.557864
dev 477: time=0:00:00.041527, step=35372, mse_loss=0.604885, l2_loss=0.681314
train 478: time=0:00:01.240054, step=35446, mse_loss=0.347855, l2_loss=0.557821
dev 478: time=0:00:00.041098, step=35446, mse_loss=0.603882, l2_loss=0.680987
train 479: time=0:00:01.230679, step=35520, mse_loss=0.347774, l2_loss=0.557774
dev 479: time=0:00:00.041212, step=35520, mse_loss=0.602406, l2_loss=0.6805
train 480: time=0:00:01.229938, step=35594, mse_loss=0.347677, l2_loss=0.557661
dev 480: time=0:00:00.040788, step=35594, mse_loss=0.604236, l2_loss=0.6809
train 481: time=0:00:01.231771, step=35668, mse_loss=0.347581, l2_loss=0.557568
dev 481: time=0:00:00.040686, step=35668, mse_loss=0.604206, l2_loss=0.680838
train 482: time=0:00:01.229084, step=35742, mse_loss=0.347521, l2_loss=0.557524
dev 482: time=0:00:00.041378, step=35742, mse_loss=0.604259, l2_loss=0.680966
train 483: time=0:00:01.232114, step=35816, mse_loss=0.347384, l2_loss=0.557377
dev 483: time=0:00:00.042401, step=35816, mse_loss=0.606062, l2_loss=0.68139
train 484: time=0:00:01.234903, step=35890, mse_loss=0.34732, l2_loss=0.557341
dev 484: time=0:00:00.044157, step=35890, mse_loss=0.604551, l2_loss=0.680868
train 485: time=0:00:01.227813, step=35964, mse_loss=0.347272, l2_loss=0.55727
dev 485: time=0:00:00.046532, step=35964, mse_loss=0.603068, l2_loss=0.680594
train 486: time=0:00:01.234705, step=36038, mse_loss=0.347138, l2_loss=0.557151
dev 486: time=0:00:00.040786, step=36038, mse_loss=0.603054, l2_loss=0.680423
train 487: time=0:00:01.230901, step=36112, mse_loss=0.347099, l2_loss=0.557093
dev 487: time=0:00:00.040801, step=36112, mse_loss=0.601884, l2_loss=0.680112
train 488: time=0:00:01.229844, step=36186, mse_loss=0.346972, l2_loss=0.556941
dev 488: time=0:00:00.045948, step=36186, mse_loss=0.602975, l2_loss=0.680273
train 489: time=0:00:01.240940, step=36260, mse_loss=0.346956, l2_loss=0.556965
dev 489: time=0:00:00.052612, step=36260, mse_loss=0.603327, l2_loss=0.680371
train 490: time=0:00:01.236627, step=36334, mse_loss=0.346736, l2_loss=0.55667
dev 490: time=0:00:00.042495, step=36334, mse_loss=0.602223, l2_loss=0.680065
train 491: time=0:00:01.233076, step=36408, mse_loss=0.346751, l2_loss=0.5567
dev 491: time=0:00:00.040891, step=36408, mse_loss=0.602345, l2_loss=0.68015
train 492: time=0:00:01.229396, step=36482, mse_loss=0.346505, l2_loss=0.556434
